Region,Satellite,Image Type,Date,Cloud Cover,Product ID,Bands,Values,Processing,basename,metadata_path,image_path
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2019-11-30,8.702001%,S2B_MSIL2A_20191130T131909_N0213_R095_T20DPN_20191130T145325,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2019-11-30_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2019-11-30_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2019-11-30_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2023-11-01,67.378247%,S2B_MSIL2A_20231101T140139_N0509_R124_T18DWG_20231101T173434,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2023-11-01_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2023-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2023-11-01_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2023-11-18,57.51608%,S2B_MSIL2A_20231118T134959_N0509_R081_T18DWG_20231118T171609,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2023-11-18_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2023-11-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2023-11-18_S2_RAW.tif
Ross_North_East,SENTINEL2,RAW (unprocessed),2019-11-04,72.333096%,S2B_MSIL2A_20191104T194529_N0213_R013_T59CNP_20191104T211652,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_East_2019-11-04_S2_RAW,../data/raw/raw_images/metadata/Ross_North_East_2019-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_East_2019-11-04_S2_RAW.tif
Cook_Front,SENTINEL2,RAW (unprocessed),2024-12-07,73.996907%,S2B_MSIL2A_20241207T230339_N0511_R015_T55DFD_20241208T012949,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Cook_Front_2024-12-07_S2_RAW,../data/raw/raw_images/metadata/Cook_Front_2024-12-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Cook_Front_2024-12-07_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2022-11-04,7.449796%,S2B_MSIL2A_20221104T100049_N0400_R093_T24CVU_20221104T115827,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2022-11-04_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2022-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2022-11-04_S2_RAW.tif
Pine_Island_Front,SENTINEL2,RAW (unprocessed),2018-12-18,22.716269%,S2B_MSIL2A_20181218T151259_N0211_R139_T13CES_20181218T182944,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_Front_2018-12-18_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_Front_2018-12-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_Front_2018-12-18_S2_RAW.tif
Pine_Island_Front,SENTINEL2,RAW (unprocessed),2023-11-05,72.922999%,S2B_MSIL2A_20231105T152309_N0509_R039_T14CMB_20231105T181430,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_Front_2023-11-05_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_Front_2023-11-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_Front_2023-11-05_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2019-02-02,68.132981%,S2B_MSIL2A_20190202T135009_N0211_R081_T18DWH_20190202T172100,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2019-02-02_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2019-02-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2019-02-02_S2_RAW.tif
Mertz_Front,SENTINEL2,RAW (unprocessed),2023-11-22,46.838579%,S2B_MSIL2A_20231122T233509_N0509_R001_T54DXL_20231123T003555,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Mertz_Front_2023-11-22_S2_RAW,../data/raw/raw_images/metadata/Mertz_Front_2023-11-22_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Mertz_Front_2023-11-22_S2_RAW.tif
Cook_Front,SENTINEL2,RAW (unprocessed),2022-12-28,69.090772%,S2B_MSIL2A_20221228T230339_N0509_R015_T55DFD_20221229T000233,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Cook_Front_2022-12-28_S2_RAW,../data/raw/raw_images/metadata/Cook_Front_2022-12-28_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Cook_Front_2022-12-28_S2_RAW.tif
Larsen_C_Central,SENTINEL2,RAW (unprocessed),2018-12-25,5.751748%,S2B_MSIL2A_20181225T131909_N0211_R095_T20DNK_20181225T150819,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_Central_2018-12-25_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_Central_2018-12-25_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_Central_2018-12-25_S2_RAW.tif
Cook_Front,SENTINEL2,RAW (unprocessed),2024-11-01,18.651566%,S2B_MSIL2A_20241101T224339_N0511_R072_T55DFD_20241101T235847,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Cook_Front_2024-11-01_S2_RAW,../data/raw/raw_images/metadata/Cook_Front_2024-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Cook_Front_2024-11-01_S2_RAW.tif
George_VI_South,SENTINEL2,RAW (unprocessed),2024-11-20,48.679242%,S2B_MSIL2A_20241120T130859_N0511_R052_T19DEA_20241120T163100,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,George_VI_South_2024-11-20_S2_RAW,../data/raw/raw_images/metadata/George_VI_South_2024-11-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/George_VI_South_2024-11-20_S2_RAW.tif
Ross_North_West,SENTINEL2,RAW (unprocessed),2019-11-04,72.333096%,S2B_MSIL2A_20191104T194529_N0213_R013_T59CNP_20191104T211652,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_West_2019-11-04_S2_RAW,../data/raw/raw_images/metadata/Ross_North_West_2019-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_West_2019-11-04_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2022-11-04,37.625441%,S2B_MSIL2A_20221104T100049_N0400_R093_T23CNP_20221104T115827,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2022-11-04_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2022-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2022-11-04_S2_RAW.tif
Thwaites_East,SENTINEL2,RAW (unprocessed),2022-11-16,56.956983%,S2B_MSIL2A_20221116T154319_N0400_R125_T13CDT_20221116T183012,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_East_2022-11-16_S2_RAW,../data/raw/raw_images/metadata/Thwaites_East_2022-11-16_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_East_2022-11-16_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2023-11-30,56.729752%,S2B_MSIL2A_20231130T124859_N0509_R109_T20DNK_20231130T144450,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2023-11-30_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2023-11-30_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2023-11-30_S2_RAW.tif
Totten_Shelf,SENTINEL2,RAW (unprocessed),2021-11-23,46.545632%,S2B_MSIL2A_20211123T011539_N0301_R002_T50DNM_20211123T024610,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Shelf_2021-11-23_S2_RAW,../data/raw/raw_images/metadata/Totten_Shelf_2021-11-23_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Shelf_2021-11-23_S2_RAW.tif
Crosson_Front,SENTINEL2,RAW (unprocessed),2024-11-01,13.278735%,S2B_MSIL2A_20241101T160329_N0511_R068_T12CWC_20241102T021759,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Crosson_Front_2024-11-01_S2_RAW,../data/raw/raw_images/metadata/Crosson_Front_2024-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Crosson_Front_2024-11-01_S2_RAW.tif
McMurdo_Sound,SENTINEL2,RAW (unprocessed),2020-11-02,72.100117%,S2B_MSIL2A_20201102T210529_N0214_R071_T58CDU_20201102T221416,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,McMurdo_Sound_2020-11-02_S2_RAW,../data/raw/raw_images/metadata/McMurdo_Sound_2020-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/McMurdo_Sound_2020-11-02_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2021-11-12,77.647749%,S2B_MSIL2A_20211112T132929_N0301_R138_T18DWH_20211112T152149,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2021-11-12_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2021-11-12_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2021-11-12_S2_RAW.tif
Ninnis_Front,SENTINEL2,RAW (unprocessed),2022-12-08,26.969364%,S2B_MSIL2A_20221208T230339_N0509_R015_T55DEF_20221209T000026,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ninnis_Front_2022-12-08_S2_RAW,../data/raw/raw_images/metadata/Ninnis_Front_2022-12-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ninnis_Front_2022-12-08_S2_RAW.tif
Mertz_Front,SENTINEL2,RAW (unprocessed),2019-11-10,63.909243%,S2B_MSIL2A_20191110T232349_N0213_R101_T54DXL_20191111T005155,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Mertz_Front_2019-11-10_S2_RAW,../data/raw/raw_images/metadata/Mertz_Front_2019-11-10_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Mertz_Front_2019-11-10_S2_RAW.tif
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2021-11-09,78.286937%,S2B_MSIL2A_20211109T131909_N0301_R095_T20DPN_20211109T151145,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2021-11-09_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2021-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2021-11-09_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2023-01-07,56.905282%,S2B_MSIL2A_20230107T025609_N0509_R003_T46DFN_20230107T045819,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2023-01-07_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2023-01-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2023-01-07_S2_RAW.tif
George_VI_South,SENTINEL2,RAW (unprocessed),2020-11-04,63.440982%,S2B_MSIL2A_20201104T131909_N0214_R095_T18DXF_20201104T151629,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,George_VI_South_2020-11-04_S2_RAW,../data/raw/raw_images/metadata/George_VI_South_2020-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/George_VI_South_2020-11-04_S2_RAW.tif
Ninnis_Front,SENTINEL2,RAW (unprocessed),2020-11-04,47.817459%,S2B_MSIL2A_20201104T232349_N0214_R101_T55DEF_20201105T010003,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ninnis_Front_2020-11-04_S2_RAW,../data/raw/raw_images/metadata/Ninnis_Front_2020-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ninnis_Front_2020-11-04_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2025-01-26,18.777555%,S2B_MSIL2A_20250126T025609_N0511_R003_T46DEM_20250126T055207,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2025-01-26_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2025-01-26_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2025-01-26_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2021-11-20,19.746312%,S2B_MSIL2A_20211120T024559_N0301_R103_T46DEM_20211120T050228,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2021-11-20_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2021-11-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2021-11-20_S2_RAW.tif
Dotson_Front,SENTINEL2,RAW (unprocessed),2019-11-02,15.851098%,S2B_MSIL2A_20191102T154319_N0213_R125_T12CVC_20191102T190050,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Dotson_Front_2019-11-02_S2_RAW,../data/raw/raw_images/metadata/Dotson_Front_2019-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Dotson_Front_2019-11-02_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2020-11-18,72.306676%,S2B_MSIL2A_20201118T125909_N0214_R009_T20DNL_20201118T144141,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2020-11-18_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2020-11-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2020-11-18_S2_RAW.tif
Pine_Island_East,SENTINEL2,RAW (unprocessed),2019-11-03,8.97468%,S2B_MSIL2A_20191103T151259_N0213_R139_T14CMB_20191103T182900,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_East_2019-11-03_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_East_2019-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_East_2019-11-03_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2024-11-19,33.903384%,S2B_MSIL2A_20241119T133939_N0511_R038_T18DWG_20241119T150904,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2024-11-19_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2024-11-19_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2024-11-19_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2020-11-08,53.258606%,S2B_MSIL2A_20201108T094019_N0214_R007_T24CWU_20201108T130301,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2020-11-08_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2020-11-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2020-11-08_S2_RAW.tif
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2018-12-19,2.639093%,S2B_MSIL2A_20181219T125859_N0211_R009_T20DPN_20181219T144017,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2018-12-19_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2018-12-19_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2018-12-19_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2020-11-14,37.600323%,S2B_MSIL2A_20201114T131909_N0214_R095_T20DNK_20201114T150741,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2020-11-14_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2020-11-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2020-11-14_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2021-11-18,0.053215%,S2B_MSIL2A_20211118T134959_N0301_R081_T18DWH_20211118T173431,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2021-11-18_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2021-11-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2021-11-18_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2023-11-09,69.175762%,S2B_MSIL2A_20231109T013539_N0509_R088_T50DMM_20231109T030159,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2023-11-09_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2023-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2023-11-09_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2019-01-01,0.141768%,S2B_MSIL2A_20190101T012539_N0211_R045_T50DMM_20190101T024758,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2019-01-01_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2019-01-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2019-01-01_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2019-11-01,70.324766%,S2B_MSIL2A_20191101T093009_N0213_R107_T23CNP_20191101T134453,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2019-11-01_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2019-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2019-11-01_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2023-11-23,6.834918%,S2B_MSIL2A_20231123T025559_N0509_R003_T46DFN_20231123T045552,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2023-11-23_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2023-11-23_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2023-11-23_S2_RAW.tif
Ross_North_West,SENTINEL2,RAW (unprocessed),2022-11-18,28.960791%,S2B_MSIL2A_20221118T194529_N0400_R013_T59CNP_20221118T211749,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_West_2022-11-18_S2_RAW,../data/raw/raw_images/metadata/Ross_North_West_2022-11-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_West_2022-11-18_S2_RAW.tif
Mertz_Front,SENTINEL2,RAW (unprocessed),2020-11-07,69.624968%,S2B_MSIL2A_20201107T233519_N0214_R001_T54DXM_20201108T010604,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Mertz_Front_2020-11-07_S2_RAW,../data/raw/raw_images/metadata/Mertz_Front_2020-11-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Mertz_Front_2020-11-07_S2_RAW.tif
Larsen_C_Central,SENTINEL2,RAW (unprocessed),2019-11-14,22.649882%,S2B_MSIL2A_20191114T125859_N0213_R009_T20DNK_20191114T144212,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_Central_2019-11-14_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_Central_2019-11-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_Central_2019-11-14_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2023-01-01,63.6298%,S2B_MSIL2A_20230101T023549_N0509_R060_T46DFN_20230101T054537,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2023-01-01_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2023-01-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2023-01-01_S2_RAW.tif
Cook_Front,SENTINEL2,RAW (unprocessed),2021-11-13,55.452435%,S2B_MSIL2A_20211113T230339_N0301_R015_T55DFD_20211114T002419,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Cook_Front_2021-11-13_S2_RAW,../data/raw/raw_images/metadata/Cook_Front_2021-11-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Cook_Front_2021-11-13_S2_RAW.tif
Ross_East_Front,SENTINEL2,RAW (unprocessed),2019-11-03,60.31625%,S2B_MSIL2A_20191103T183459_N0213_R141_T01CEP_20191103T215722,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_East_Front_2019-11-03_S2_RAW,../data/raw/raw_images/metadata/Ross_East_Front_2019-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_East_Front_2019-11-03_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2022-11-03,56.730688%,S2B_MSIL2A_20221103T103159_N0400_R079_T24CVU_20221103T152937,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2022-11-03_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2022-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2022-11-03_S2_RAW.tif
Larsen_C_Central,SENTINEL2,RAW (unprocessed),2020-11-05,41.792395%,S2B_MSIL2A_20201105T124909_N0214_R109_T20DNK_20201105T144001,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_Central_2020-11-05_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_Central_2020-11-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_Central_2020-11-05_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2018-12-29,71.515791%,S2B_MSIL2A_20181229T025609_N0211_R003_T46DEM_20181229T061259,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2018-12-29_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2018-12-29_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2018-12-29_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2020-11-18,26.614568%,S2B_MSIL2A_20201118T025609_N0214_R003_T46DFN_20201118T052915,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2020-11-18_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2020-11-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2020-11-18_S2_RAW.tif
